Name,Score,1_Score,1_Halfway Score,1_Driving Accuracy,1_Greens In Regulation,1_Putting Average,1_Stroke Differential,1_Scrambling,1_Birdie/Bogey,1_Consecutive Cuts,1_Time,2_Score,2_Halfway Score,2_Driving Accuracy,2_Greens In Regulation,2_Putting Average,2_Stroke Differential,2_Scrambling,2_Birdie/Bogey,2_Consecutive Cuts,2_Time
Tyler Duncan,12.0,16.0,9.0,60.71,63.89,1.891,-0.2,57.69,0.83,2.0,3.0,12.0,9.0,53.57,58.33,1.857,0.35,66.67,1.0,1.0,6.0
Aaron Baddeley,12.0,11.0,7.0,50.0,58.33,1.667,1.06,70.0,1.8,1.0,5.0,10.0,4.0,57.14,72.22,1.654,0.5,65.0,2.44,1.0,11.0
Pat Perez,12.0,14.0,13.0,51.79,55.56,1.725,0.61,56.25,0.87,1.0,1.0,13.0,11.0,58.93,61.11,1.932,0.55,67.86,0.92,1.0,3.0
D.J. Trahan,13.0,17.0,11.0,48.21,54.17,1.821,-0.14,54.55,0.69,2.0,1.0,9.0,5.0,53.57,72.22,1.673,1.56,55.0,1.8,1.0,5.0
Ben Taylor,14.0,16.0,8.0,58.93,68.06,1.837,0.23,65.22,1.13,1.0,7.0,19.0,12.0,44.64,62.5,1.778,-0.98,66.67,1.2,2.0,13.0
Seamus Power,14.0,9.0,6.0,55.36,65.28,1.66,1.56,68.0,2.11,1.0,5.0,11.0,9.0,50.0,63.89,1.848,0.86,69.23,1.4,1.0,17.0
Fabián Gómez,15.0,8.0,4.0,55.36,62.5,1.756,1.81,85.19,3.75,1.0,5.0,12.0,6.0,55.77,58.33,1.738,0.91,73.33,1.33,1.0,16.0
Tom Lewis,15.0,13.0,12.0,44.64,69.44,1.82,0.86,45.45,1.0,1.0,1.0,8.0,3.0,60.71,72.22,1.788,1.93,80.0,2.29,1.0,7.0
Martin Trainer,15.0,11.0,8.0,55.36,66.67,1.771,0.25,75.0,2.43,1.0,11.0,20.0,11.0,41.07,56.94,1.707,-0.87,58.06,1.14,1.0,80.0
Adam Schenk,15.0,13.0,10.0,55.36,70.83,1.843,0.86,47.62,1.14,1.0,1.0,10.0,6.0,51.79,62.5,1.711,1.31,77.78,2.29,1.0,5.0
Bo Van Pelt,15.0,8.0,10.0,48.21,69.44,1.62,1.81,59.09,2.0,1.0,5.0,9.0,6.0,58.93,76.39,1.818,0.81,76.47,3.0,1.0,8.0
Padraig Harrington,15.0,12.0,9.0,53.57,61.11,1.75,0.8,53.57,1.0,2.0,3.0,16.0,9.0,64.29,68.06,1.816,-0.19,73.91,1.71,1.0,5.0
Lee Hodges,16.0,7.0,5.0,64.29,69.44,1.84,2.06,86.36,3.75,1.0,5.0,11.0,10.0,66.07,68.06,1.755,0.33,73.91,2.14,1.0,95.0
Jonathan Byrd,16.0,13.0,7.0,41.07,68.06,1.673,0.56,56.52,1.58,1.0,5.0,15.0,9.0,42.86,68.06,1.898,-0.14,60.87,1.0,1.0,17.0
Scott Harrington,16.0,15.0,5.0,55.36,62.5,1.8,0.36,48.15,0.81,4.0,1.0,16.0,8.0,51.79,62.5,1.911,-0.37,66.67,0.93,3.0,2.0
Rhein Gibson,16.0,15.0,7.0,41.07,66.67,1.75,0.17,54.17,1.08,2.0,9.0,15.0,7.0,53.57,66.67,1.646,0.63,66.67,2.0,1.0,10.0
Sangmoon Bae,17.0,10.0,7.0,76.79,63.89,1.761,1.1,65.38,1.9,1.0,22.0,11.0,7.0,66.07,69.44,1.74,0.73,63.64,2.0,1.0,41.0
J.J. Spaun,17.0,19.0,9.0,71.43,66.67,1.854,-0.94,54.17,1.06,1.0,5.0,19.0,10.0,64.29,70.83,1.804,-0.98,57.14,1.44,2.0,13.0
Brian Stuard,19.0,15.0,7.0,82.14,63.89,1.717,-0.12,53.85,1.08,1.0,2.0,9.0,5.0,82.14,75.0,1.722,1.68,66.67,2.25,2.0,7.0
Grayson Murray,19.0,3.0,4.0,48.21,66.67,1.521,3.06,66.67,2.88,1.0,5.0,11.0,8.0,57.14,72.22,1.827,0.31,60.0,1.7,2.0,8.0
Parker McLachlin,26.0,26.0,8.0,51.79,61.11,1.841,-1.84,67.86,1.18,1.0,52.0,16.0,5.0,75.0,50.0,1.667,-0.57,61.11,1.14,2.0,81.0
Matt Jones,0.0,14.0,9.0,44.64,62.5,1.733,0.13,55.56,1.0,1.0,1.0,6.0,9.0,44.64,52.78,1.658,1.85,76.47,2.0,10.0,5.0
Brandon Hagy,5.0,13.0,6.0,50.0,56.94,1.805,0.67,58.06,1.07,2.0,8.0,12.0,1.0,60.71,73.61,1.66,1.38,57.89,2.2,1.0,9.0
Denny McCarthy,6.0,14.0,3.0,67.86,61.11,1.727,0.13,57.14,1.0,2.0,1.0,11.0,10.0,60.71,61.11,1.818,1.05,64.29,1.0,1.0,2.0
Brendan Steele,6.0,12.0,9.0,55.36,62.5,1.756,0.63,59.26,1.25,7.0,1.0,9.0,8.0,60.71,66.67,1.792,1.55,62.5,1.1,6.0,2.0
C.T. Pan,6.0,9.0,11.0,46.43,54.17,1.667,1.1,57.58,1.2,2.0,5.0,21.0,10.0,58.93,62.5,1.956,-1.32,77.78,0.8,1.0,6.0
Russell Henley,6.0,12.0,11.0,57.14,55.56,1.725,0.35,65.63,1.08,2.0,5.0,9.0,8.0,64.29,80.56,1.759,0.81,42.86,2.13,1.0,7.0
Chase Seiffert,6.0,8.0,5.0,48.21,77.78,1.768,1.81,62.5,2.38,1.0,4.0,16.0,5.0,60.71,62.5,1.8,-0.13,62.96,1.0,2.0,8.0
Camilo Villegas,7.0,11.0,7.0,44.64,68.06,1.633,1.02,69.57,2.33,2.0,12.0,3.0,2.0,67.86,79.17,1.684,2.48,66.67,3.5,1.0,13.0
Adam Hadwin,7.0,10.0,8.0,66.07,66.67,1.75,1.13,58.33,1.5,1.0,1.0,10.0,12.0,53.57,48.61,1.657,0.85,75.68,1.44,4.0,5.0
Sam Ryder,7.0,13.0,10.0,57.14,75.0,1.759,0.56,55.56,1.78,1.0,4.0,14.0,7.0,60.71,68.06,1.776,-0.44,52.17,1.38,3.0,7.0
Sungjae Im,7.0,7.0,3.0,69.64,68.06,1.755,1.88,69.57,2.0,8.0,1.0,10.0,4.0,73.21,58.33,1.762,1.3,63.33,1.0,7.0,2.0
Zach Johnson,7.0,12.0,8.0,53.57,63.89,1.761,0.63,61.54,1.4,13.0,1.0,15.0,9.0,62.5,51.39,1.73,0.05,60.0,0.93,12.0,2.0
Steve Stricker,8.0,17.0,8.0,57.14,44.44,1.75,-0.45,67.5,0.71,3.0,2.0,2.0,1.0,62.5,83.33,1.717,2.56,75.0,4.4,2.0,7.0
Adam Scott,8.0,13.0,8.0,46.43,61.11,1.705,0.38,57.14,1.31,12.0,1.0,23.0,11.0,64.29,59.72,1.721,-1.63,41.38,0.94,11.0,3.0
Aaron Wise,8.0,17.0,9.0,50.0,69.44,1.92,-0.62,54.55,0.87,1.0,1.0,19.0,9.0,51.79,75.0,2.0,-1.69,72.22,1.27,1.0,7.0
Kevin Chappell,8.0,22.0,10.0,60.71,68.06,1.878,-1.94,52.17,0.86,2.0,13.0,18.0,8.0,46.15,59.72,1.791,-0.59,51.72,0.81,1.0,15.0
Cameron Tringale,8.0,12.0,10.0,57.14,55.56,1.75,0.8,65.63,1.0,8.0,2.0,10.0,10.0,50.0,52.78,1.763,0.85,70.59,1.21,7.0,5.0
Robert Streb,8.0,15.0,7.0,50.0,66.67,1.708,-0.75,62.5,1.5,4.0,10.0,20.0,7.0,88.33,77.78,1.786,-2.43,56.25,2.0,3.0,11.0
Michael Thompson,9.0,13.0,9.0,66.07,69.44,1.8,0.38,50.0,1.17,1.0,1.0,13.0,9.0,91.07,76.39,1.745,0.68,41.18,1.5,1.0,6.0
Harry Higgs,9.0,10.0,9.0,55.36,69.44,1.78,1.13,59.09,1.5,1.0,1.0,17.0,5.0,39.29,55.56,1.8,-0.38,59.38,0.8,2.0,8.0
John Huh,9.0,17.0,10.0,57.14,51.39,1.73,-0.45,51.43,0.7,1.0,2.0,17.0,6.0,60.71,65.28,1.872,-0.38,60.0,0.85,6.0,8.0
Harold Varner III,9.0,16.0,8.0,53.57,75.0,1.833,-0.37,38.89,1.08,3.0,1.0,10.0,9.0,53.57,63.89,1.783,1.3,50.0,1.0,2.0,2.0
Lucas Glover,9.0,13.0,9.0,67.86,66.67,1.729,0.38,45.83,1.36,3.0,1.0,18.0,11.0,60.71,59.72,1.86,-0.7,51.72,0.63,2.0,2.0
Stewart Cink,9.0,15.0,9.0,51.79,75.0,1.852,-0.69,66.67,1.5,3.0,7.0,6.0,2.0,58.93,79.17,1.702,1.5,66.67,3.5,2.0,10.0
Phil Mickelson,10.0,11.0,8.0,64.29,72.22,1.712,0.88,45.0,1.36,1.0,1.0,15.0,8.0,32.14,62.5,1.844,0.17,55.56,0.93,1.0,8.0
Joaquin Niemann,10.0,10.0,9.0,46.43,75.0,1.796,1.13,50.0,1.4,13.0,1.0,13.0,8.0,58.93,69.44,1.66,0.87,45.45,1.54,12.0,3.0
Brice Garnett,10.0,4.0,5.0,67.86,77.78,1.732,2.81,87.5,4.75,1.0,4.0,9.0,6.0,69.64,72.22,1.75,0.75,70.0,2.38,2.0,10.0
Chris Kirk,10.0,13.0,2.0,64.29,66.67,1.792,0.38,54.17,1.23,3.0,1.0,7.0,6.0,42.86,56.94,1.78,2.05,64.52,1.31,2.0,2.0
Roger Sloan,10.0,9.0,6.0,57.14,80.56,1.793,1.56,71.43,2.67,1.0,4.0,15.0,6.0,53.57,73.61,1.83,0.17,36.84,0.93,2.0,8.0
Keegan Bradley,11.0,10.0,7.0,55.36,65.28,1.766,1.13,60.0,1.31,4.0,1.0,8.0,8.0,62.5,59.72,1.767,1.8,65.52,1.31,3.0,2.0
Chase Koepka,11.0,8.0,8.0,67.86,73.61,1.623,1.3,63.16,2.63,1.0,30.0,17.0,11.0,78.57,77.78,1.857,-0.41,62.5,1.33,3.0,53.0
Jhonattan Vegas,11.0,16.0,9.0,58.93,61.11,1.864,-0.37,57.14,0.87,3.0,1.0,1.0,3.0,67.86,76.39,1.691,3.56,64.71,3.57,2.0,4.0
Cam Davis,12.0,13.0,10.0,32.14,50.0,1.722,0.1,58.33,0.81,5.0,5.0,8.0,9.0,67.86,62.5,1.711,2.23,70.37,1.91,4.0,6.0
Sepp Straka,12.0,13.0,11.0,39.29,59.72,1.744,0.1,58.62,0.93,1.0,5.0,11.0,8.0,71.43,63.89,1.674,1.17,50.0,1.36,1.0,8.0
Tyler McCumber,12.0,9.0,6.0,57.14,68.06,1.776,1.38,65.22,1.42,1.0,1.0,14.0,5.0,42.86,54.17,1.744,-0.15,57.58,0.88,1.0,5.0
Kevin Streelman,13.0,14.0,8.0,51.79,45.83,1.636,-0.15,61.54,0.88,4.0,5.0,7.0,9.0,73.21,75.0,1.722,2.48,83.33,4.67,3.0,6.0
Nate Lashley,13.0,20.0,8.0,51.79,54.17,1.769,-1.37,54.55,0.93,4.0,1.0,15.0,11.0,42.86,47.22,1.794,-0.4,63.16,0.8,3.0,5.0
Satoshi Kodaira,13.0,14.0,8.0,75.0,61.11,1.841,0.31,75.0,1.63,1.0,4.0,16.0,9.0,64.29,68.06,1.776,-0.94,52.17,1.15,1.0,7.0
Shane Lowry,13.0,5.0,7.0,53.57,73.61,1.792,2.38,73.68,2.13,1.0,1.0,21.0,9.0,69.64,54.17,1.744,-1.13,57.58,0.86,6.0,3.0
Tom Lewis,13.0,8.0,3.0,60.71,72.22,1.788,1.93,80.0,2.29,1.0,6.0,13.0,8.0,51.79,62.5,1.8,0.67,66.67,1.08,1.0,8.0
Mackenzie Hughes,13.0,20.0,13.0,62.5,66.67,1.771,-0.88,54.17,1.17,2.0,3.0,11.0,10.0,50.0,58.33,1.762,0.6,60.0,1.0,1.0,5.0
Matthew NeSmith,13.0,9.0,10.0,64.29,62.5,1.8,1.1,66.67,1.17,4.0,5.0,9.0,9.0,78.57,75.0,1.685,1.98,44.44,1.8,3.0,6.0
Adam Schenk,13.0,10.0,6.0,51.79,62.5,1.711,1.31,77.78,2.29,1.0,4.0,14.0,3.0,69.64,70.83,1.804,0.88,80.95,3.0,1.0,9.0
Vincent Whaley,13.0,8.0,8.0,57.14,72.22,1.75,1.81,65.0,2.25,2.0,4.0,16.0,7.0,57.14,62.5,1.733,-0.07,62.96,1.27,1.0,6.0
Will Gordon,13.0,15.0,9.0,41.07,56.94,1.707,0.05,48.39,0.82,3.0,2.0,10.0,10.0,69.64,75.0,1.778,1.31,66.67,2.0,2.0,4.0
Talor Gooch,14.0,3.0,4.0,46.43,66.67,1.667,2.88,62.5,2.2,3.0,1.0,14.0,11.0,55.36,55.56,1.85,0.3,62.5,0.87,2.0,2.0
J.B. Holmes,14.0,15.0,9.0,33.93,47.22,1.765,-0.4,63.16,0.8,1.0,5.0,22.0,8.0,48.21,63.89,1.739,-1.78,42.31,0.94,2.0,20.0
Brian Gay,14.0,16.0,11.0,35.71,51.39,1.757,-0.65,62.86,0.88,2.0,5.0,13.0,10.0,67.86,62.5,1.778,0.98,70.37,1.56,1.0,6.0
Pat Perez,14.0,13.0,11.0,58.93,61.11,1.932,0.55,67.86,0.92,1.0,2.0,11.0,9.0,73.21,63.89,1.739,1.18,76.92,2.0,1.0,6.0
Alex Noren,14.0,15.0,8.0,51.79,66.67,1.729,0.05,41.67,1.07,2.0,2.0,7.0,7.0,51.79,54.17,1.615,1.6,63.64,1.42,1.0,5.0
Mark Hubbard,14.0,14.0,10.0,64.29,54.17,1.769,0.3,63.64,0.85,1.0,2.0,17.0,8.0,85.71,63.89,1.674,-0.32,53.85,1.29,2.0,6.0
Lucas Herbert,14.0,32.0,21.0,60.71,52.78,1.684,-3.88,35.29,0.7,2.0,3.0,18.0,10.0,35.71,44.44,1.813,1.09,50.0,0.52,1.0,22.0
Scott Harrington,15.0,16.0,8.0,51.79,62.5,1.911,-0.37,66.67,0.93,3.0,1.0,10.0,7.0,48.21,50.0,1.778,0.85,69.44,1.0,2.0,5.0
Jim Herman,15.0,9.0,5.0,76.79,81.94,1.763,0.75,53.85,2.86,4.0,10.0,9.0,7.0,73.21,79.17,1.772,0.98,66.67,2.38,3.0,13.0
Keith Mitchell,15.0,14.0,9.0,50.0,55.56,1.65,0.3,46.88,0.88,1.0,2.0,5.0,5.0,62.5,76.39,1.655,1.75,52.94,2.6,3.0,10.0
Charl Schwartzel,15.0,17.0,12.0,48.21,61.11,1.864,-0.9,57.14,0.69,1.0,5.0,9.0,7.0,46.43,75.0,1.852,1.62,61.11,1.45,2.0,8.0
Jason Dufner,15.0,13.0,9.0,66.07,58.33,1.714,0.55,56.67,0.93,2.0,2.0,11.0,7.0,75.0,70.83,1.804,1.18,80.95,1.86,1.0,6.0
Jimmy Walker,16.0,20.0,6.0,44.64,69.44,1.76,-0.32,59.09,1.33,1.0,9.0,28.0,9.0,48.21,59.72,1.884,-2.21,48.28,0.5,1.0,14.0
Ryan Armour,16.0,14.0,7.0,62.5,66.67,1.729,0.13,45.83,1.14,1.0,1.0,15.0,11.0,76.79,66.67,1.771,0.48,66.67,1.4,1.0,6.0
D.J. Trahan,17.0,9.0,5.0,53.57,72.22,1.673,1.56,55.0,1.8,1.0,4.0,13.0,8.0,53.57,66.67,1.813,0.36,62.5,1.27,4.0,16.0
Beau Hossler,17.0,15.0,10.0,64.29,63.89,1.696,0.18,57.69,1.45,1.0,6.0,9.0,5.0,41.07,56.94,1.634,1.36,64.52,1.5,6.0,16.0
Erik van Rooyen,17.0,16.0,11.0,55.36,52.78,1.842,-0.2,61.76,0.73,2.0,2.0,16.0,13.0,66.07,63.89,1.674,0.12,53.85,1.23,1.0,3.0
"Ted Potter, Jr.",18.0,5.0,5.0,58.93,73.61,1.717,2.56,73.68,2.63,1.0,4.0,17.0,7.0,58.93,72.22,1.788,-1.19,45.0,1.13,2.0,7.0
Rickie Fowler,19.0,22.0,11.0,53.57,63.89,1.87,-1.7,38.46,0.68,2.0,2.0,9.0,11.0,55.36,48.61,1.629,1.1,67.57,1.15,1.0,5.0
Stephen Stallings Jr.,19.0,11.0,9.0,67.86,73.61,1.83,0.85,57.89,1.58,2.0,21.0,15.0,8.0,71.43,86.11,1.79,0.25,70.0,2.71,1.0,65.0
Bronson Burgoon,22.0,13.0,8.0,46.43,76.39,1.745,0.56,52.94,1.67,4.0,4.0,15.0,8.0,64.29,66.67,1.729,0.48,62.5,1.45,3.0,6.0
Kiradech Aphibarnrat,22.0,5.0,3.0,58.93,62.5,1.689,2.36,77.78,2.57,1.0,16.0,17.0,9.0,64.29,61.11,1.727,-0.65,60.71,1.07,1.0,21.0
Justin Thomas,0.0,10.0,6.0,50.0,68.06,1.612,1.62,52.17,1.75,1.0,2.0,6.0,5.0,64.29,75.0,1.63,1.56,66.67,3.67,14.0,6.0
Lee Westwood,1.0,1.0,5.0,57.14,70.83,1.745,3.55,71.43,2.0,2.0,1.0,26.0,10.0,67.86,61.11,1.75,-2.38,35.71,0.65,1.0,2.0
Bryson DeChambeau,2.0,0.0,3.0,57.14,69.44,1.76,3.8,68.18,2.57,2.0,1.0,12.0,8.0,73.21,59.72,1.581,1.12,51.72,1.6,1.0,2.0
Brian Harman,2.0,13.0,11.0,51.79,48.61,1.771,0.1,70.27,1.0,6.0,4.0,14.0,9.0,78.57,70.83,1.745,0.43,57.14,1.55,5.0,5.0
Talor Gooch,3.0,14.0,11.0,55.36,55.56,1.85,0.3,62.5,0.87,2.0,1.0,7.0,9.0,44.64,54.17,1.769,1.6,75.76,1.56,1.0,4.0
Paul Casey,3.0,8.0,4.0,55.36,58.33,1.786,1.8,70.0,1.2,6.0,1.0,4.0,3.0,78.57,76.39,1.745,3.23,76.47,4.75,5.0,5.0
Corey Conners,4.0,3.0,0.0,64.29,65.28,1.745,3.05,68.0,1.5,1.0,1.0,7.0,7.0,73.21,83.33,1.767,1.31,50.0,2.38,9.0,6.0
Shane Lowry,5.0,21.0,9.0,69.64,54.17,1.744,-1.13,57.58,0.86,6.0,2.0,13.0,10.0,73.21,80.56,1.793,-0.02,50.0,1.54,5.0,12.0
Jason Kokrak,6.0,7.0,6.0,57.14,66.67,1.833,2.05,58.33,1.55,6.0,1.0,7.0,6.0,73.21,66.67,1.688,2.37,62.5,2.22,5.0,2.0
Si Woo Kim,6.0,12.0,7.0,51.79,72.22,1.788,0.06,60.0,1.88,1.0,6.0,0.0,1.0,73.21,81.94,1.61,4.68,84.62,12.0,3.0,8.0
Daniel Berger,6.0,15.0,11.0,73.21,70.83,1.784,0.37,57.14,1.45,2.0,2.0,0.0,1.0,71.43,77.78,1.732,4.23,87.5,4.75,1.0,5.0
Matt Fitzpatrick,6.0,8.0,5.0,55.36,58.33,1.738,1.8,63.33,1.55,3.0,1.0,8.0,2.0,75.0,70.83,1.745,2.12,76.19,2.67,2.0,2.0
Jon Rahm,6.0,14.0,11.0,75.0,66.67,1.75,0.62,54.17,1.36,18.0,2.0,5.0,9.0,48.21,73.61,1.755,2.1,57.89,1.78,17.0,4.0
Victor Perez,6.0,19.0,8.0,53.57,56.94,1.78,-0.95,54.84,0.88,3.0,1.0,22.0,11.0,71.43,65.28,1.851,-1.38,56.0,1.0,2.0,2.0
Sergio Garcia,6.0,14.0,8.0,78.57,66.67,1.771,0.62,66.67,1.58,1.0,2.0,11.0,8.0,51.79,73.61,1.736,0.25,63.16,2.71,2.0,9.0
Charles Howell III,6.0,13.0,11.0,39.29,59.72,1.86,0.55,65.52,0.83,1.0,1.0,6.0,7.0,53.57,84.72,1.77,1.5,90.91,16.0,5.0,9.0
Charley Hoffman,7.0,8.0,8.0,46.43,54.17,1.795,1.8,69.7,1.25,3.0,1.0,14.0,11.0,44.64,55.56,1.8,-0.15,62.5,0.93,2.0,4.0
Ryan Palmer,7.0,23.0,10.0,62.5,58.33,1.81,-1.63,53.33,0.93,8.0,2.0,11.0,8.0,58.93,69.44,1.74,0.31,63.64,2.0,7.0,6.0
Sungjae Im,7.0,10.0,4.0,73.21,58.33,1.762,1.3,63.33,1.0,7.0,1.0,13.0,9.0,75.0,69.44,1.74,0.87,54.55,1.46,6.0,2.0
Cameron Smith,7.0,8.0,1.0,58.93,69.44,1.62,2.12,63.64,2.63,2.0,2.0,3.0,7.0,50.0,55.56,1.65,2.6,71.88,1.82,1.0,4.0
Will Zalatoris,8.0,8.0,6.0,58.93,69.44,1.82,1.8,59.09,1.27,9.0,1.0,12.0,8.0,71.43,72.22,1.827,1.12,65.0,1.88,8.0,2.0
Tyler McCumber,9.0,14.0,5.0,42.86,54.17,1.744,-0.15,57.58,0.88,1.0,4.0,22.0,8.0,51.79,61.11,1.909,-1.63,42.86,0.7,2.0,7.0
Abraham Ancer,9.0,11.0,4.0,82.14,68.06,1.673,1.37,60.87,1.73,1.0,2.0,8.0,1.0,73.21,75.0,1.667,2.68,72.22,3.67,1.0,8.0
J.T. Poston,9.0,13.0,12.0,46.43,50.0,1.667,0.1,63.89,1.0,3.0,4.0,5.0,4.0,48.21,72.22,1.615,1.81,45.0,1.92,2.0,6.0
Dylan Frittelli,9.0,15.0,8.0,39.29,65.28,1.915,0.17,68.0,0.9,1.0,7.0,9.0,3.0,44.64,72.22,1.788,2.54,65.0,2.11,1.0,13.0
Patrick Reed,9.0,7.0,3.0,75.0,75.0,1.704,2.37,50.0,2.2,2.0,2.0,0.0,1.0,64.29,61.11,1.591,3.92,71.43,2.33,1.0,7.0
Adam Long,9.0,24.0,5.0,73.21,55.56,1.6,-1.32,59.38,1.2,6.0,8.0,3.0,8.0,64.29,79.17,1.737,3.02,73.33,4.6,5.0,11.0
Tom Hoge,9.0,14.0,11.0,48.21,55.56,1.825,-0.15,62.5,0.82,2.0,4.0,6.0,5.0,76.79,65.28,1.596,2.43,68.0,2.5,1.0,5.0
Keegan Bradley,10.0,8.0,8.0,62.5,59.72,1.767,1.8,65.52,1.31,3.0,1.0,16.0,12.0,55.36,58.33,1.786,-0.65,53.33,0.81,2.0,4.0
Adam Hadwin,10.0,10.0,12.0,53.57,48.61,1.657,0.85,75.68,1.44,4.0,4.0,12.0,7.0,71.43,72.22,1.846,0.06,65.0,1.88,3.0,6.0
Harry Higgs,10.0,17.0,5.0,39.29,55.56,1.8,-0.38,59.38,0.8,2.0,7.0,9.0,8.0,51.79,76.39,1.673,0.75,41.18,2.27,1.0,9.0
Joaquin Niemann,10.0,13.0,8.0,58.93,69.44,1.66,0.87,45.45,1.54,12.0,2.0,13.0,5.0,55.36,54.17,1.769,0.1,63.64,0.87,11.0,4.0
Doug Ghim,10.0,13.0,9.0,73.21,55.56,1.85,0.55,62.5,0.86,1.0,1.0,10.0,9.0,71.43,66.67,1.75,1.43,79.17,2.0,3.0,5.0
Cameron Percy,10.0,5.0,3.0,69.64,80.56,1.621,2.56,42.86,2.67,3.0,3.0,10.0,5.0,82.14,72.22,1.788,1.43,65.0,2.0,2.0,5.0
Phil Mickelson,11.0,15.0,8.0,32.14,62.5,1.844,0.17,55.56,0.93,1.0,7.0,23.0,4.0,69.64,63.89,1.935,-0.96,53.85,0.94,1.0,13.0
Jason Day,11.0,12.0,7.0,60.71,62.5,1.8,0.8,66.67,1.18,3.0,1.0,11.0,7.0,67.86,66.67,1.729,1.37,66.67,2.13,2.0,2.0
Brendon Todd,11.0,16.0,9.0,64.29,55.56,1.8,-0.2,62.5,0.79,2.0,1.0,11.0,12.0,89.29,68.06,1.633,1.37,60.87,1.82,1.0,2.0
Patton Kizzire,11.0,16.0,10.0,48.21,58.33,1.833,-0.2,56.67,0.82,11.0,1.0,14.0,7.0,58.93,69.44,1.8,0.43,63.64,1.4,10.0,5.0
Lanto Griffin,11.0,10.0,2.0,50.0,62.5,1.756,1.3,55.56,1.21,4.0,1.0,12.0,9.0,71.43,69.44,1.82,1.12,59.09,1.6,3.0,2.0
Ryan Moore,11.0,11.0,9.0,78.57,69.44,1.72,1.18,68.18,1.78,1.0,5.0,5.0,5.0,78.57,84.72,1.721,2.05,54.55,3.5,2.0,29.0
Brendan Steele,12.0,9.0,8.0,60.71,66.67,1.792,1.55,62.5,1.1,6.0,1.0,13.0,10.0,55.36,52.78,1.816,0.1,70.59,0.92,5.0,4.0
James Hahn,12.0,8.0,10.0,48.21,59.72,1.721,1.35,65.52,1.36,1.0,4.0,4.0,4.0,48.21,76.39,1.655,2.06,70.59,4.0,1.0,6.0
K.H. Lee,12.0,21.0,12.0,44.64,44.44,1.813,-1.9,60.0,0.47,2.0,4.0,1.0,2.0,66.07,84.72,1.689,2.81,63.64,4.4,1.0,6.0
Louis Oosthuizen,12.0,6.0,4.0,76.79,68.06,1.633,2.62,56.52,2.09,3.0,2.0,5.0,6.0,67.86,70.83,1.765,1.81,71.43,3.0,2.0,6.0
Zach Johnson,12.0,15.0,9.0,62.5,51.39,1.73,0.05,60.0,0.93,12.0,1.0,11.0,8.0,57.14,70.83,1.784,0.31,66.67,2.29,11.0,6.0
Christiaan Bezuidenhout,12.0,6.0,5.0,50.0,58.33,1.69,2.3,73.33,1.67,5.0,1.0,14.0,10.0,67.86,63.89,1.696,0.62,65.38,1.67,4.0,2.0
Collin Morikawa,12.0,0.0,1.0,83.93,77.78,1.554,4.12,62.5,3.38,7.0,2.0,13.0,12.0,55.36,65.28,1.787,0.1,48.0,1.0,6.0,4.0
Adam Scott,13.0,23.0,11.0,64.29,59.72,1.721,-1.63,41.38,0.94,11.0,2.0,12.0,12.0,33.93,55.56,1.725,0.35,65.63,1.17,10.0,4.0
Nick Taylor,13.0,9.0,11.0,50.0,55.56,1.725,1.1,75.0,1.56,2.0,4.0,14.0,8.0,71.43,70.83,1.882,0.43,61.9,1.27,1.0,5.0
Lucas Glover,13.0,18.0,11.0,60.71,59.72,1.86,-0.7,51.72,0.63,2.0,1.0,13.0,4.0,50.0,59.72,1.767,0.56,75.86,1.64,1.0,3.0
Dustin Johnson,13.0,23.0,13.0,57.14,62.5,1.756,-1.63,44.44,0.89,11.0,2.0,6.0,5.0,41.07,62.5,1.8,1.85,74.07,1.6,10.0,4.0
Chris Kirk,13.0,7.0,6.0,42.86,56.94,1.78,2.05,64.52,1.31,2.0,1.0,9.0,10.0,76.79,66.67,1.771,1.98,70.83,2.13,1.0,5.0
Michael Thompson,13.0,13.0,9.0,91.07,76.39,1.745,0.68,41.18,1.5,1.0,5.0,8.0,6.0,75.0,75.0,1.667,2.38,88.89,10.0,8.0,8.0
Jordan Spieth,13.0,5.0,4.0,51.79,59.72,1.767,2.55,65.52,1.36,4.0,1.0,8.0,6.0,44.64,55.56,1.7,1.35,62.5,1.33,3.0,4.0
Matt Jones,14.0,6.0,9.0,44.64,52.78,1.658,1.85,76.47,2.0,10.0,4.0,13.0,7.0,50.0,66.67,1.771,0.68,70.83,1.63,9.0,5.0
Ryan Armour,14.0,15.0,11.0,76.79,66.67,1.771,0.48,66.67,1.4,1.0,5.0,11.0,4.0,83.93,73.61,1.604,1.63,57.89,2.56,2.0,8.0
Denny McCarthy,14.0,11.0,10.0,60.71,61.11,1.818,1.05,64.29,1.0,1.0,1.0,20.0,7.0,58.93,61.11,1.932,-1.08,60.71,0.64,1.0,7.0
Kramer Hickok,15.0,12.0,6.0,80.36,62.5,1.8,1.68,85.19,3.2,4.0,8.0,6.0,7.0,71.43,75.0,1.704,1.5,72.22,3.0,3.0,9.0
Billy Horschel,15.0,3.0,1.0,82.14,77.78,1.679,3.37,75.0,3.33,2.0,2.0,13.0,4.0,66.07,72.22,1.731,-0.19,40.0,1.46,1.0,6.0
Brian Stuard,15.0,9.0,5.0,82.14,75.0,1.722,1.68,66.67,2.25,2.0,5.0,15.0,8.0,69.64,73.61,1.755,-0.69,52.63,1.3,1.0,6.0
